munid,regiao,uf,municipio,latitude,longitude
2313351,Nordeste,CE,Tejuçuoca,-3.989712,-39.576826
2313401,Nordeste,CE,Tianguá,-3.722674,-40.991706
2313500,Nordeste,CE,Trairi,-3.264420,-39.272232
2313559,Nordeste,CE,Tururu,-3.595595,-39.434364
2313609,Nordeste,CE,Ubajara,-3.848491,-40.907144
2313708,Nordeste,CE,Umari,-6.647244,-38.701326
2313757,Nordeste,CE,Umirim,-3.675562,-39.342384
2313807,Nordeste,CE,Uruburetama,-3.623017,-39.508178
2313906,Nordeste,CE,Uruoca,-3.313231,-40.561163
2313955,Nordeste,CE,Varjota,-4.182822,-40.478993
2314003,Nordeste,CE,Várzea Alegre,-6.791846,-39.298933
2314102,Nordeste,CE,Viçosa do Ceará,-3.566013,-41.091629
2100055,Nordeste,MA,Açailândia,-4.951377,-47.506665
2100105,Nordeste,MA,Afonso Cunha,-4.135015,-43.320869
2100154,Nordeste,MA,Água Doce do Maranhão,-2.840278,-42.115551
2100204,Nordeste,MA,Alcântara,-2.403277,-44.417013
2100303,Nordeste,MA,Aldeias Altas,-4.630779,-43.468735
2100402,Nordeste,MA,Altamira do Maranhão,-4.162269,-45.464676
2100436,Nordeste,MA,Alto Alegre do Maranhão,-4.207227,-44.448247
2100477,Nordeste,MA,Alto Alegre do Pindaré,-3.665170,-45.842080
2100501,Nordeste,MA,Alto Parnaíba,-9.108366,-45.927344
2100550,Nordeste,MA,Amapá do Maranhão,-1.680921,-46.009180
2100600,Nordeste,MA,Amarante do Maranhão,-5.557662,-46.750638
2100709,Nordeste,MA,Anajatuba,-3.257555,-44.620670
2100808,Nordeste,MA,Anapurus,-3.667035,-43.105793
2100832,Nordeste,MA,Apicum-Açu,-1.530592,-45.076652
2100873,Nordeste,MA,Araguanã,-2.949126,-45.668794
2100907,Nordeste,MA,Araioses,-2.889256,-41.899139
2100956,Nordeste,MA,Arame,-4.886082,-46.013636
2101004,Nordeste,MA,Arari,-3.459171,-44.778835
2101103,Nordeste,MA,Axixá,-2.837797,-44.054586
2101202,Nordeste,MA,Bacabal,-4.231525,-44.781556
2101251,Nordeste,MA,Bacabeira,-2.985825,-44.315423
2101301,Nordeste,MA,Bacuri,-1.724046,-45.137349
2101350,Nordeste,MA,Bacurituba,-2.710872,-44.735742
2101400,Nordeste,MA,Balsas,-7.531170,-46.038993
2101509,Nordeste,MA,Barão de Grajaú,-6.758955,-43.026453
2101608,Nordeste,MA,Barra do Corda,-5.508340,-45.239011
2101707,Nordeste,MA,Barreirinhas,-2.750086,-42.827803
2101731,Nordeste,MA,Belágua,-3.156772,-43.510062
2101772,Nordeste,MA,Bela Vista do Maranhão,-3.737733,-45.248246
2101806,Nordeste,MA,Benedito Leite,-7.218800,-44.559857
2101905,Nordeste,MA,Bequimão,-2.462063,-44.785730
2101939,Nordeste,MA,Bernardo do Mearim,-4.630287,-44.764323
2101970,Nordeste,MA,Boa Vista do Gurupi,-1.793296,-46.298710
2102002,Nordeste,MA,Bom Jardim,-3.544161,-45.601889
2102036,Nordeste,MA,Bom Jesus das Selvas,-4.489968,-46.853241
2102077,Nordeste,MA,Bom Lugar,-4.375510,-45.031108
2102101,Nordeste,MA,Brejo,-3.679178,-42.750848
2102150,Nordeste,MA,Brejo de Areia,-4.330630,-45.582095
2102200,Nordeste,MA,Buriti,-3.945572,-42.925106
2102309,Nordeste,MA,Buriti Bravo,-5.835288,-43.835622
2102325,Nordeste,MA,Buriticupu,-4.325948,-46.451495
2102358,Nordeste,MA,Buritirana,-5.588915,-47.017225
2102374,Nordeste,MA,Cachoeira Grande,-2.931921,-44.059685
2102408,Nordeste,MA,Cajapió,-2.882882,-44.673377
2102507,Nordeste,MA,Cajari,-3.323869,-45.007965
2102556,Nordeste,MA,Campestre do Maranhão,-6.164717,-47.367633
2102606,Nordeste,MA,Cândido Mendes,-1.453889,-45.737268
2102705,Nordeste,MA,Cantanhede,-3.628364,-44.381816
2102754,Nordeste,MA,Capinzal do Norte,-4.721245,-44.330436
2102804,Nordeste,MA,Carolina,-7.330783,-47.470092
2102903,Nordeste,MA,Carutapera,-1.200602,-46.023151
2103000,Nordeste,MA,Caxias,-4.861675,-43.358539
2103109,Nordeste,MA,Cedral,-1.997916,-44.530790
2103125,Nordeste,MA,Central do Maranhão,-2.191314,-44.831844
2103158,Nordeste,MA,Centro do Guilherme,-2.456985,-46.039960
2103174,Nordeste,MA,Centro Novo do Maranhão,-2.144292,-46.128409
2103208,Nordeste,MA,Chapadinha,-3.740025,-43.361121
2103257,Nordeste,MA,Cidelândia,-5.177421,-47.784233
2103307,Nordeste,MA,Codó,-4.451338,-43.886080
2103406,Nordeste,MA,Coelho Neto,-4.254738,-43.014014
2103505,Nordeste,MA,Colinas,-6.027366,-44.249780
2103554,Nordeste,MA,Conceição do Lago-Açu,-3.841118,-44.903016
2103604,Nordeste,MA,Coroatá,-4.128976,-44.125599
2103703,Nordeste,MA,Cururupu,-1.825521,-44.867762
2103752,Nordeste,MA,Davinópolis,-5.534456,-47.404996
2103802,Nordeste,MA,Dom Pedro,-5.038448,-44.440010
2103901,Nordeste,MA,Duque Bacelar,-4.147819,-42.944180
2104008,Nordeste,MA,Esperantinópolis,-4.870301,-44.886069
2104057,Nordeste,MA,Estreito,-6.568085,-47.447883
2104073,Nordeste,MA,Feira Nova do Maranhão,-6.963136,-46.687355
2104081,Nordeste,MA,Fernando Falcão,-6.154978,-44.910707
2104099,Nordeste,MA,Formosa da Serra Negra,-6.435304,-46.186357
2104107,Nordeste,MA,Fortaleza dos Nogueiras,-6.965926,-46.185558
2104206,Nordeste,MA,Fortuna,-5.736224,-44.160628
2104305,Nordeste,MA,Godofredo Viana,-1.409800,-45.771755
2202711,Nordeste,PI,Cocal de Telha,-4.553816,-41.979048
2104404,Nordeste,MA,Gonçalves Dias,-5.143956,-44.305907
2104503,Nordeste,MA,Governador Archer,-5.025388,-44.275757
2104552,Nordeste,MA,Governador Edison Lobão,-5.747412,-47.368936
2104602,Nordeste,MA,Governador Eugênio Barros,-5.322491,-44.246963
2104628,Nordeste,MA,Governador Luiz Rocha,-5.472865,-44.070887
2104651,Nordeste,MA,Governador Newton Bello,-3.429705,-45.674502
2104677,Nordeste,MA,Governador Nunes Freire,-2.134962,-45.881481
2104701,Nordeste,MA,Graça Aranha,-5.404821,-44.335791
2104800,Nordeste,MA,Grajaú,-5.818548,-46.142396
2104909,Nordeste,MA,Guimarães,-2.135077,-44.597746
2105005,Nordeste,MA,Humberto de Campos,-2.591224,-43.465092
2105104,Nordeste,MA,Icatu,-2.774828,-44.065848
2105153,Nordeste,MA,Igarapé do Meio,-3.636709,-45.183328
2105203,Nordeste,MA,Igarapé Grande,-4.660854,-44.867403
2105302,Nordeste,MA,Imperatriz,-5.526524,-47.479811
2105351,Nordeste,MA,Itaipava do Grajaú,-5.144582,-45.792683
2105401,Nordeste,MA,Itapecuru Mirim,-3.399045,-44.354263
2105427,Nordeste,MA,Itinga do Maranhão,-4.455004,-47.527910
2105450,Nordeste,MA,Jatobá,-5.819667,-44.219915
2105476,Nordeste,MA,Jenipapo dos Vieiras,-5.369425,-45.633379
2105500,Nordeste,MA,João Lisboa,-5.453663,-47.405036
2105609,Nordeste,MA,Joselândia,-4.972693,-44.699153
2105658,Nordeste,MA,Junco do Maranhão,-1.874610,-46.070726
2105708,Nordeste,MA,Lago da Pedra,-4.564745,-45.125891
2105807,Nordeste,MA,Lago do Junco,-4.607643,-45.051344
2105906,Nordeste,MA,Lago Verde,-4.038711,-44.937635
2105922,Nordeste,MA,Lagoa do Mato,-6.045277,-43.527559
2105948,Nordeste,MA,Lago dos Rodrigues,-4.612376,-44.976442
2105963,Nordeste,MA,Lagoa Grande do Maranhão,-4.993124,-45.390614
2105989,Nordeste,MA,Lajeado Novo,-6.191609,-47.032448
2106003,Nordeste,MA,Lima Campos,-4.517046,-44.469340
2106102,Nordeste,MA,Loreto,-7.094454,-45.139242
2106201,Nordeste,MA,Luís Domingues,-1.325460,-45.895332
2106300,Nordeste,MA,Magalhães de Almeida,-3.396668,-42.201507
2106326,Nordeste,MA,Maracaçumé,-2.056165,-45.958639
2106359,Nordeste,MA,Marajá do Sena,-4.620313,-45.457238
2106375,Nordeste,MA,Maranhãozinho,-2.235617,-45.855611
2106409,Nordeste,MA,Mata Roma,-3.619046,-43.120389
2106508,Nordeste,MA,Matinha,-3.098400,-45.036429
2106607,Nordeste,MA,Matões,-5.522465,-43.201208
2106631,Nordeste,MA,Matões do Norte,-3.627519,-44.550245
2106672,Nordeste,MA,Milagres do Maranhão,-3.582207,-42.610753
2106706,Nordeste,MA,Mirador,-6.377566,-44.362610
2106755,Nordeste,MA,Miranda do Norte,-3.562645,-44.584276
2106805,Nordeste,MA,Mirinzal,-2.064224,-44.785756
2106904,Nordeste,MA,Monção,-3.493932,-45.247585
2107001,Nordeste,MA,Montes Altos,-5.828563,-47.070440
2107100,Nordeste,MA,Morros,-2.861479,-44.044545
2107209,Nordeste,MA,Nina Rodrigues,-3.462464,-43.904485
2107258,Nordeste,MA,Nova Colinas,-7.120566,-46.259325
2107308,Nordeste,MA,Nova Iorque,-6.733203,-44.048627
2107357,Nordeste,MA,Nova Olinda do Maranhão,-2.799887,-45.704536
2107407,Nordeste,MA,Olho D ÁGUA das Cunhãs,-4.137276,-45.119580
2107456,Nordeste,MA,Olinda Nova do Maranhão,-2.997478,-45.003235
2107506,Nordeste,MA,Paço do Lumiar,-2.528063,-44.098692
2107605,Nordeste,MA,Palmeirândia,-2.647774,-44.904464
2107704,Nordeste,MA,Paraibano,-6.431825,-43.985762
2107803,Nordeste,MA,Parnarama,-5.684467,-43.090401
2107902,Nordeste,MA,Passagem Franca,-6.173994,-43.781745
2108009,Nordeste,MA,Pastos Bons,-6.604028,-44.088603
2108058,Nordeste,MA,Paulino Neves,-2.718206,-42.545424
2108108,Nordeste,MA,Paulo Ramos,-4.447957,-45.239980
2108207,Nordeste,MA,Pedreiras,-4.569351,-44.603735
2108256,Nordeste,MA,Pedro do Rosário,-2.968115,-45.346454
2108306,Nordeste,MA,Penalva,-3.293233,-45.176462
2108405,Nordeste,MA,Peri Mirim,-2.573055,-44.850291
2108454,Nordeste,MA,Peritoró,-4.370225,-44.325854
2108504,Nordeste,MA,Pindaré-Mirim,-3.605501,-45.346868
2108603,Nordeste,MA,Pinheiro,-2.522741,-45.083927
2108702,Nordeste,MA,Pio XII,-3.887588,-45.169960
2108801,Nordeste,MA,Pirapemas,-3.725329,-44.228281
2108900,Nordeste,MA,Poção de Pedras,-4.750025,-44.951551
2109007,Nordeste,MA,Porto Franco,-6.354182,-47.382165
2109056,Nordeste,MA,Porto Rico do Maranhão,-1.857223,-44.583748
2109106,Nordeste,MA,Presidente Dutra,-5.282374,-44.492919
2109205,Nordeste,MA,Presidente Juscelino,-2.928229,-44.076779
2109239,Nordeste,MA,Presidente Médici,-2.383664,-45.820709
2109270,Nordeste,MA,Presidente Sarney,-2.595531,-45.371302
2109304,Nordeste,MA,Presidente Vargas,-3.402012,-44.033402
2109403,Nordeste,MA,Primeira Cruz,-2.510583,-43.442443
2109452,Nordeste,MA,Raposa,-2.415075,-44.102516
2109502,Nordeste,MA,Riachão,-7.364565,-46.623350
2109551,Nordeste,MA,Ribamar Fiquene,-5.933823,-47.383478
2109601,Nordeste,MA,Rosário,-2.941543,-44.247519
2109700,Nordeste,MA,Sambaíba,-7.138351,-45.344203
2109759,Nordeste,MA,Santa Filomena do Maranhão,-5.499767,-44.563714
2109809,Nordeste,MA,Santa Helena,-2.234533,-45.305161
2109908,Nordeste,MA,Santa Inês,-3.658575,-45.378272
2110005,Nordeste,MA,Santa Luzia,-3.968391,-45.665012
2110039,Nordeste,MA,Santa Luzia do Paruá,-2.546161,-45.776462
2202729,Nordeste,PI,Cocal dos Alves,-3.606073,-41.455419
2110104,Nordeste,MA,Santa Quitéria do Maranhão,-3.498485,-42.562873
2110203,Nordeste,MA,Santa Rita,-3.134117,-44.319948
2110237,Nordeste,MA,Santana do Maranhão,-3.113068,-42.400768
2110278,Nordeste,MA,Santo Amaro do Maranhão,-2.502721,-43.255285
2110302,Nordeste,MA,Santo Antônio dos Lopes,-4.873820,-44.361447
2110401,Nordeste,MA,São Benedito do Rio Preto,-3.332766,-43.529992
2110500,Nordeste,MA,São Bento,-2.697008,-44.828345
2110609,Nordeste,MA,São Bernardo,-3.365437,-42.423010
2110658,Nordeste,MA,São Domingos do Azeitão,-6.804425,-44.650424
2110708,Nordeste,MA,São Domingos do Maranhão,-5.565642,-44.392879
2110807,Nordeste,MA,São Félix de Balsas,-7.084685,-44.811448
2110856,Nordeste,MA,São Francisco do Brejão,-5.130201,-47.391137
2110906,Nordeste,MA,São Francisco do Maranhão,-6.252798,-42.865322
2111003,Nordeste,MA,São João Batista,-2.953333,-44.811762
2111029,Nordeste,MA,São João do Carú,-3.560803,-46.254925
2111052,Nordeste,MA,São João do Paraíso,-6.466222,-47.050610
2111078,Nordeste,MA,São João do Soter,-5.115739,-43.818182
2111102,Nordeste,MA,São João dos Patos,-6.498208,-43.702910
2111201,Nordeste,MA,São José de Ribamar,-2.555859,-44.057548
2111250,Nordeste,MA,São José dos Basílios,-5.048687,-44.582447
2111300,Nordeste,MA,São Luís,-2.531886,-44.297919
2111409,Nordeste,MA,São Luís Gonzaga do Maranhão,-4.373918,-44.662708
2111508,Nordeste,MA,São Mateus do Maranhão,-4.034551,-44.468563
2111532,Nordeste,MA,São Pedro da Água Branca,-5.088911,-48.423624
2111573,Nordeste,MA,São Pedro dos Crentes,-6.828556,-46.532580
2111607,Nordeste,MA,São Raimundo das Mangabeiras,-7.026963,-45.484831
2111631,Nordeste,MA,São Raimundo do Doca Bezerra,-5.103182,-45.084163
2111672,Nordeste,MA,São Roberto,-5.017367,-44.991901
2111706,Nordeste,MA,São Vicente Ferrer,-2.890731,-44.886905
2111722,Nordeste,MA,Satubinha,-4.035735,-45.233630
2111748,Nordeste,MA,Senador Alexandre Costa,-5.261077,-44.056302
2111763,Nordeste,MA,Senador La Rocque,-5.441832,-47.289191
2111789,Nordeste,MA,Serrano do Maranhão,-1.852646,-45.114641
2111805,Nordeste,MA,Sítio Novo,-5.870630,-46.694983
2111904,Nordeste,MA,Sucupira do Norte,-6.478284,-44.188603
2111953,Nordeste,MA,Sucupira do Riachão,-6.420108,-43.545853
2112001,Nordeste,MA,Tasso Fragoso,-8.479831,-45.744124
2112100,Nordeste,MA,Timbiras,-4.253841,-43.938434
2112209,Nordeste,MA,Timon,-5.100681,-42.833728
2112233,Nordeste,MA,Trizidela do Vale,-4.570127,-44.610685
2112274,Nordeste,MA,Tufilândia,-3.676404,-45.633916
2112308,Nordeste,MA,Tuntum,-5.249656,-44.649012
2112407,Nordeste,MA,Turiaçu,-1.669022,-45.369152
2112506,Nordeste,MA,Tutóia,-2.763550,-42.276847
2112605,Nordeste,MA,Urbano Santos,-3.208409,-43.404248
2112704,Nordeste,MA,Vargem Grande,-3.541896,-43.916664
2112803,Nordeste,MA,Viana,-3.214563,-45.001307
2112852,Nordeste,MA,Vila Nova dos Martírios,-5.183512,-48.138926
2112902,Nordeste,MA,Vitória do Mearim,-3.482047,-44.869572
2113009,Nordeste,MA,Vitorino Freire,-4.291187,-45.244185
2114007,Nordeste,MA,Zé Doca,-3.275481,-45.657698
2500106,Nordeste,PB,Água Branca,-7.511070,-37.642209
2500205,Nordeste,PB,Aguiar,-7.094806,-38.177582
2500304,Nordeste,PB,Alagoa Grande,-7.036775,-35.633892
2500403,Nordeste,PB,Alagoa Nova,-7.057799,-35.759457
2500502,Nordeste,PB,Alagoinha,-6.948140,-35.545491
2500536,Nordeste,PB,Alcantil,-7.741477,-36.060604
2500577,Nordeste,PB,Algodão de Jandaíra,-6.904694,-36.006093
2500601,Nordeste,PB,Alhandra,-7.432995,-34.911985
2500700,Nordeste,PB,São João do Rio do Peixe,-6.734431,-38.445454
2500734,Nordeste,PB,Amparo,-7.567212,-37.064775
2500775,Nordeste,PB,Aparecida,-6.783695,-38.083338
2500809,Nordeste,PB,Araçagi,-6.851697,-35.383299
2500908,Nordeste,PB,Arara,-6.826192,-35.759542
2501005,Nordeste,PB,Araruna,-6.531447,-35.735981
2501104,Nordeste,PB,Areia,-6.965515,-35.703391
2501153,Nordeste,PB,Areia de Baraúnas,-7.123695,-36.943508
2501203,Nordeste,PB,Areial,-7.049961,-35.922809
2501302,Nordeste,PB,Aroeiras,-7.548462,-35.715593
2501351,Nordeste,PB,Assunção,-7.076327,-36.733187
2501401,Nordeste,PB,Baía da Traição,-6.679529,-34.949931
2501500,Nordeste,PB,Bananeiras,-6.749637,-35.631600
2501534,Nordeste,PB,Baraúna,-6.642405,-36.253041
2501575,Nordeste,PB,Barra de Santana,-7.522834,-35.996314
2501609,Nordeste,PB,Barra de Santa Rosa,-6.720253,-36.059773
2501708,Nordeste,PB,Barra de São Miguel,-7.752671,-36.321536
2501807,Nordeste,PB,Bayeux,-7.132276,-34.929186
2501906,Nordeste,PB,Belém,-6.694043,-35.536274
2502003,Nordeste,PB,Belém do Brejo do Cruz,-6.188575,-37.539502
2502052,Nordeste,PB,Bernardino Batista,-6.453548,-38.548869
2502102,Nordeste,PB,Boa Ventura,-7.422282,-38.218951
2502151,Nordeste,PB,Boa Vista,-7.257913,-36.235374
2502201,Nordeste,PB,Bom Jesus,-6.817958,-38.655143
2502300,Nordeste,PB,Bom Sucesso,-6.445047,-37.930024
2502409,Nordeste,PB,Bonito de Santa Fé,-7.310763,-38.516495
2502508,Nordeste,PB,Boqueirão,-7.482648,-36.133405
2502607,Nordeste,PB,Igaracy,-7.179319,-38.146695
2502706,Nordeste,PB,Borborema,-6.804306,-35.599376
2202737,Nordeste,PI,Coivaras,-5.091308,-42.207316
2502805,Nordeste,PB,Brejo do Cruz,-6.347708,-37.500163
2502904,Nordeste,PB,Brejo dos Santos,-6.376183,-37.823710
2503001,Nordeste,PB,Caaporã,-7.514288,-34.917850
2503100,Nordeste,PB,Cabaceiras,-7.490670,-36.284342
2503209,Nordeste,PB,Cabedelo,-6.966983,-34.839430
2503308,Nordeste,PB,Cachoeira dos Índios,-6.923936,-38.678303
2503407,Nordeste,PB,Cacimba de Areia,-7.128473,-37.158217
2503506,Nordeste,PB,Cacimba de Dentro,-6.640017,-35.792821
2503555,Nordeste,PB,Cacimbas,-7.212359,-37.060402
2503605,Nordeste,PB,Caiçara,-6.617470,-35.469114
2503704,Nordeste,PB,Cajazeiras,-6.890465,-38.560530
2503753,Nordeste,PB,Cajazeirinhas,-6.962693,-37.799184
2503803,Nordeste,PB,Caldas Brandão,-7.171751,-35.342382
2503902,Nordeste,PB,Camalaú,-7.891242,-36.831611
2504009,Nordeste,PB,Campina Grande,-7.221497,-35.883859
2504033,Nordeste,PB,Capim,-6.910844,-35.167739
2504074,Nordeste,PB,Caraúbas,-7.731099,-36.495478
2504108,Nordeste,PB,Carrapateira,-7.039654,-38.344217
2504157,Nordeste,PB,Casserengue,-6.783760,-35.816305
2504207,Nordeste,PB,Catingueira,-7.125210,-37.610720
2504306,Nordeste,PB,Catolé do Rocha,-6.346753,-37.748500
2504355,Nordeste,PB,Caturité,-7.419618,-36.020659
2504405,Nordeste,PB,Conceição,-7.560225,-38.509158
2504504,Nordeste,PB,Condado,-6.912307,-37.603971
2504603,Nordeste,PB,Conde,-7.263572,-34.907151
2504702,Nordeste,PB,Congo,-7.792571,-36.661533
2504801,Nordeste,PB,Coremas,-7.016918,-37.945537
2504850,Nordeste,PB,Coxixola,-7.628797,-36.604830
2504900,Nordeste,PB,Cruz do Espírito Santo,-7.141337,-35.091489
2505006,Nordeste,PB,Cubati,-6.862361,-36.347930
2505105,Nordeste,PB,Cuité,-6.485555,-36.153208
2505204,Nordeste,PB,Cuitegi,-6.895814,-35.525741
2505238,Nordeste,PB,Cuité de Mamanguape,-6.914157,-35.252825
2505279,Nordeste,PB,Curral de Cima,-6.717430,-35.267057
2505303,Nordeste,PB,Curral Velho,-7.538085,-38.200391
2505352,Nordeste,PB,Damião,-6.631897,-35.909943
2505402,Nordeste,PB,Desterro,-7.291448,-37.092169
2505501,Nordeste,PB,Vista Serrana,-6.740687,-37.567915
2505600,Nordeste,PB,Diamante,-7.423583,-38.265044
2505709,Nordeste,PB,Dona Inês,-6.602123,-35.622541
2505808,Nordeste,PB,Duas Estradas,-6.688133,-35.418177
2505907,Nordeste,PB,Emas,-7.107992,-37.714586
2506004,Nordeste,PB,Esperança,-7.020685,-35.858593
2506103,Nordeste,PB,Fagundes,-7.363062,-35.784609
2506202,Nordeste,PB,Frei Martinho,-6.404516,-36.452044
2506251,Nordeste,PB,Gado Bravo,-7.582941,-35.790651
2506301,Nordeste,PB,Guarabira,-6.852715,-35.489965
2506400,Nordeste,PB,Gurinhém,-7.123216,-35.428186
2506509,Nordeste,PB,Gurjão,-7.246222,-36.486276
2506608,Nordeste,PB,Ibiara,-7.497851,-38.405568
2506707,Nordeste,PB,Imaculada,-7.388537,-37.510075
2506806,Nordeste,PB,Ingá,-7.295027,-35.617689
2506905,Nordeste,PB,Itabaiana,-7.330932,-35.337533
2507002,Nordeste,PB,Itaporanga,-7.303980,-38.152573
2507101,Nordeste,PB,Itapororoca,-6.829920,-35.246296
2507200,Nordeste,PB,Itatuba,-7.374958,-35.628161
2507309,Nordeste,PB,Jacaraú,-6.612969,-35.294282
2507408,Nordeste,PB,Jericó,-6.556195,-37.808641
2507507,Nordeste,PB,João Pessoa,-7.149382,-34.873385
2507606,Nordeste,PB,Juarez Távora,-7.166345,-35.591178
2507705,Nordeste,PB,Juazeirinho,-7.065368,-36.570701
2507804,Nordeste,PB,Junco do Seridó,-6.993338,-36.716441
2507903,Nordeste,PB,Juripiranga,-7.370291,-35.239454
2508000,Nordeste,PB,Juru,-7.534307,-37.819264
2508109,Nordeste,PB,Lagoa,-6.594209,-37.915090
2508208,Nordeste,PB,Lagoa de Dentro,-6.670599,-35.377044
2508307,Nordeste,PB,Lagoa Seca,-7.158412,-35.851440
2508406,Nordeste,PB,Lastro,-6.516531,-38.179218
2508505,Nordeste,PB,Livramento,-7.379003,-36.948629
2508554,Nordeste,PB,Logradouro,-6.615371,-35.443299
2508604,Nordeste,PB,Lucena,-6.898849,-34.874609
2508703,Nordeste,PB,Mãe D Água,-7.257049,-37.428161
2508802,Nordeste,PB,Malta,-6.907185,-37.517776
2508901,Nordeste,PB,Mamanguape,-6.833715,-35.123893
2509008,Nordeste,PB,Manaíra,-7.704614,-38.153072
2509057,Nordeste,PB,Marcação,-6.770054,-35.013924
2509107,Nordeste,PB,Mari,-7.056384,-35.318542
2509156,Nordeste,PB,Marizópolis,-6.844674,-38.355396
2509206,Nordeste,PB,Massaranduba,-7.180199,-35.737515
2509305,Nordeste,PB,Mataraca,-6.600519,-35.048558
2509339,Nordeste,PB,Matinhas,-7.121168,-35.770937
2509370,Nordeste,PB,Mato Grosso,-6.542633,-37.711573
2509396,Nordeste,PB,Maturéia,-7.265930,-37.350434
2509404,Nordeste,PB,Mogeiro,-7.309481,-35.482425
2509503,Nordeste,PB,Montadas,-7.089096,-35.958275
2807303,Nordeste,SE,Telha,-10.209173,-36.883850
2509602,Nordeste,PB,Monte Horebe,-7.209526,-38.583657
2509701,Nordeste,PB,Monteiro,-7.892217,-37.122681
2509800,Nordeste,PB,Mulungu,-7.027886,-35.465143
2509909,Nordeste,PB,Natuba,-7.640979,-35.556145
2510006,Nordeste,PB,Nazarezinho,-6.912701,-38.318913
2510105,Nordeste,PB,Nova Floresta,-6.456140,-36.202495
2510204,Nordeste,PB,Nova Olinda,-7.476843,-38.041050
2510303,Nordeste,PB,Nova Palmeira,-6.676606,-36.418713
2510402,Nordeste,PB,Olho D ÁGUA,-7.224973,-37.752686
2510501,Nordeste,PB,Olivedos,-6.988226,-36.243665
2510600,Nordeste,PB,Ouro Velho,-7.618652,-37.154379
2510659,Nordeste,PB,Parari,-7.316700,-36.658324
2510709,Nordeste,PB,Passagem,-7.132820,-37.054392
2510808,Nordeste,PB,Patos,-7.024492,-37.276913
2510907,Nordeste,PB,Paulista,-6.594062,-37.621056
2511004,Nordeste,PB,Pedra Branca,-7.426564,-38.072246
2511103,Nordeste,PB,Pedra Lavrada,-6.757881,-36.472050
2511202,Nordeste,PB,Pedras de Fogo,-7.401539,-35.113178
2511301,Nordeste,PB,Piancó,-7.192570,-37.926519
2511400,Nordeste,PB,Picuí,-6.510136,-36.347046
2511509,Nordeste,PB,Pilar,-7.259888,-35.259880
2511608,Nordeste,PB,Pilões,-6.869221,-35.615541
2511707,Nordeste,PB,Pilõezinhos,-6.840569,-35.530586
2511806,Nordeste,PB,Pirpirituba,-6.780800,-35.497716
2511905,Nordeste,PB,Pitimbu,-7.482413,-34.813930
2512002,Nordeste,PB,Pocinhos,-7.078617,-36.056442
2512036,Nordeste,PB,Poço Dantas,-6.407176,-38.497166
2512077,Nordeste,PB,Poço de José de Moura,-6.576919,-38.510000
2512101,Nordeste,PB,Pombal,-6.769855,-37.798267
2512200,Nordeste,PB,Prata,-7.696983,-37.082334
2512309,Nordeste,PB,Princesa Isabel,-7.733866,-37.993664
2512408,Nordeste,PB,Puxinanã,-7.148907,-35.958494
2512507,Nordeste,PB,Queimadas,-7.360792,-35.899434
2512606,Nordeste,PB,Quixabá,-7.030818,-37.147099
2512705,Nordeste,PB,Remígio,-6.966293,-35.795833
2512721,Nordeste,PB,Pedro Régis,-6.644471,-35.293006
2512747,Nordeste,PB,Riachão,-6.542677,-35.662722
2512754,Nordeste,PB,Riachão do Bacamarte,-7.250595,-35.655388
2512762,Nordeste,PB,Riachão do Poço,-7.151504,-35.261243
2512788,Nordeste,PB,Riacho de Santo Antônio,-7.690295,-36.156710
2512804,Nordeste,PB,Riacho dos Cavalos,-6.436494,-37.653835
1304203,Norte,AM,Tefé,-3.348372,-64.708420
2512903,Nordeste,PB,Rio Tinto,-6.808449,-35.078852
2513000,Nordeste,PB,Salgadinho,-7.103035,-36.845503
2513109,Nordeste,PB,Salgado de São Félix,-7.355357,-35.443302
2513158,Nordeste,PB,Santa Cecília,-7.742906,-35.877474
2513208,Nordeste,PB,Santa Cruz,-6.535014,-38.060556
2513307,Nordeste,PB,Santa Helena,-6.718694,-38.642790
2513356,Nordeste,PB,Santa Inês,-7.627780,-38.559600
2513406,Nordeste,PB,Santa Luzia,-6.871863,-36.921678
2513505,Nordeste,PB,Santana de Mangueira,-7.551213,-38.332581
2513604,Nordeste,PB,Santana dos Garrotes,-7.387644,-37.985043
2513653,Nordeste,PB,Joca Claudino,-6.484055,-38.479152
2513703,Nordeste,PB,Santa Rita,-7.138085,-34.965839
2513802,Nordeste,PB,Santa Teresinha,-7.084192,-37.441718
2513851,Nordeste,PB,Santo André,-7.220489,-36.630975
2513901,Nordeste,PB,São Bento,-6.489308,-37.449350
2513927,Nordeste,PB,São Bentinho,-6.890309,-37.722721
2513943,Nordeste,PB,São Domingos do Cariri,-7.632991,-36.435929
2513968,Nordeste,PB,São Domingos de Pombal,-6.815925,-37.942603
2513984,Nordeste,PB,São Francisco,-6.619280,-38.097141
2514008,Nordeste,PB,São João do Cariri,-7.390201,-36.531521
2514107,Nordeste,PB,São João do Tigre,-8.081043,-36.845743
2514206,Nordeste,PB,São José da Lagoa Tapada,-6.944231,-38.157770
2514305,Nordeste,PB,São José de Caiana,-7.249160,-38.297823
2514404,Nordeste,PB,São José de Espinharas,-6.844180,-37.325115
2514453,Nordeste,PB,São José dos Ramos,-7.247127,-35.377961
2514503,Nordeste,PB,São José de Piranhas,-7.120870,-38.501075
2514552,Nordeste,PB,São José de Princesa,-7.742969,-38.098803
2514602,Nordeste,PB,São José do Bonfim,-7.160915,-37.309245
