munid,regiao,uf,municipio,latitude,longitude
1600808,Norte,AP,Vitória do Jari,-0.918977,-52.419615
1500107,Norte,PA,Abaetetuba,-1.723470,-48.884404
1500131,Norte,PA,Abel Figueiredo,-4.951391,-48.396762
1500206,Norte,PA,Acará,-1.963437,-48.200456
1500305,Norte,PA,Afuá,-0.159172,-50.391428
1500347,Norte,PA,Água Azul do Norte,-6.804949,-50.485275
1500404,Norte,PA,Alenquer,-1.951398,-54.740862
1500503,Norte,PA,Almeirim,-1.527339,-52.576835
1500602,Norte,PA,Altamira,-3.205660,-52.214376
1500701,Norte,PA,Anajás,-0.984451,-49.945001
1500800,Norte,PA,Ananindeua,-1.368714,-48.372067
1500859,Norte,PA,Anapu,-3.476105,-51.201622
1500909,Norte,PA,Augusto Corrêa,-1.022921,-46.641646
1500958,Norte,PA,Aurora do Pará,-2.129376,-47.556175
1501006,Norte,PA,Aveiro,-3.605595,-55.330734
1501105,Norte,PA,Bagre,-1.889808,-50.221987
1501204,Norte,PA,Baião,-2.791962,-49.672753
1501253,Norte,PA,Bannach,-7.351072,-50.406047
1501303,Norte,PA,Barcarena,-1.505767,-48.627073
1501402,Norte,PA,Belém,-1.459845,-48.487826
1501451,Norte,PA,Belterra,-2.649020,-54.942675
1501501,Norte,PA,Benevides,-1.361438,-48.241836
1501576,Norte,PA,Bom Jesus do Tocantins,-5.047363,-48.599040
1501600,Norte,PA,Bonito,-1.367474,-47.305892
1501709,Norte,PA,Bragança,-1.053524,-46.765754
1501725,Norte,PA,Brasil Novo,-3.297804,-52.543441
1501758,Norte,PA,Brejo Grande do Araguaia,-5.707296,-48.405760
1501782,Norte,PA,Breu Branco,-3.778135,-49.569880
1501808,Norte,PA,Breves,-1.690737,-50.480895
1501907,Norte,PA,Bujaru,-1.513991,-48.035875
1501956,Norte,PA,Cachoeira do Piriá,-1.752897,-46.547391
1502004,Norte,PA,Cachoeira do Arari,-1.008786,-48.960668
1502103,Norte,PA,Cametá,-2.246838,-49.497830
1502152,Norte,PA,Canaã dos Carajás,-6.532197,-49.848958
1502202,Norte,PA,Capanema,-1.192442,-47.175126
1502301,Norte,PA,Capitão Poço,-1.746187,-47.062825
1502400,Norte,PA,Castanhal,-1.295757,-47.926643
1502509,Norte,PA,Chaves,-0.162437,-49.989319
1502608,Norte,PA,Colares,-0.932091,-48.288728
1502707,Norte,PA,Conceição do Araguaia,-8.264864,-49.264501
1502756,Norte,PA,Concórdia do Pará,-1.984521,-47.949887
1502764,Norte,PA,Cumaru do Norte,-7.811107,-50.771578
1502772,Norte,PA,Curionópolis,-6.096820,-49.602214
1502806,Norte,PA,Curralinho,-1.809423,-49.791523
1502855,Norte,PA,Curuá,-1.889929,-55.119679
1502905,Norte,PA,Curuçá,-0.732496,-47.851265
1502939,Norte,PA,Dom Eliseu,-4.290778,-47.555915
1502954,Norte,PA,Eldorado dos Carajás,-6.103525,-49.373952
1503002,Norte,PA,Faro,-2.172975,-56.745753
1503044,Norte,PA,Floresta do Araguaia,-7.558701,-49.697578
1503077,Norte,PA,Garrafão do Norte,-1.931697,-47.045046
1503093,Norte,PA,Goianésia do Pará,-3.842468,-49.101045
1503101,Norte,PA,Gurupá,-1.404918,-51.643696
1503200,Norte,PA,Igarapé-Açu,-1.124322,-47.622375
1503309,Norte,PA,Igarapé-Miri,-1.983116,-48.962299
1503408,Norte,PA,Inhangapi,-1.426582,-47.913393
1503457,Norte,PA,Ipixuna do Pará,-2.557529,-47.499718
1503507,Norte,PA,Irituia,-1.771475,-47.440756
1503606,Norte,PA,Itaituba,-4.263729,-55.990049
1503705,Norte,PA,Itupiranga,-5.128837,-49.324426
1503754,Norte,PA,Jacareacanga,-6.223552,-57.766340
1503804,Norte,PA,Jacundá,-4.448405,-49.112782
1503903,Norte,PA,Juruti,-2.155253,-56.094998
1504000,Norte,PA,Limoeiro do Ajuru,-1.891949,-49.381534
1504059,Norte,PA,Mãe do Rio,-2.047707,-47.552290
1504109,Norte,PA,Magalhães Barata,-0.795850,-47.599182
1504208,Norte,PA,Marabá,-5.352606,-49.142025
1504307,Norte,PA,Maracanã,-0.762419,-47.455268
1504406,Norte,PA,Marapanim,-0.712151,-47.702549
1504422,Norte,PA,Marituba,-1.346417,-48.340536
1504455,Norte,PA,Medicilândia,-3.445417,-52.888345
1504505,Norte,PA,Melgaço,-1.803447,-50.717465
1504604,Norte,PA,Mocajuba,-2.582873,-49.509023
1504703,Norte,PA,Moju,-1.885889,-48.767199
1504802,Norte,PA,Monte Alegre,-2.003328,-54.073375
1504901,Norte,PA,Muaná,-1.530026,-49.216832
1504950,Norte,PA,Nova Esperança do Piriá,-2.267626,-46.962093
1504976,Norte,PA,Nova Ipixuna,-4.923086,-49.079887
1505007,Norte,PA,Nova Timboteua,-1.204144,-47.393202
1505031,Norte,PA,Novo Progresso,-7.034836,-55.419870
1505064,Norte,PA,Novo Repartimento,-4.248149,-49.948638
1505106,Norte,PA,Óbidos,-1.909235,-55.516324
1505205,Norte,PA,Oeiras do Pará,-2.004734,-49.855106
1505304,Norte,PA,Oriximiná,-1.763754,-55.862800
1505403,Norte,PA,Ourém,-1.548947,-47.117619
1505437,Norte,PA,Ourilândia do Norte,-6.740617,-51.090833
1505486,Norte,PA,Pacajá,-3.830306,-50.634841
1505494,Norte,PA,Palestina do Pará,-5.749934,-48.321794
1505502,Norte,PA,Paragominas,-2.994191,-47.356962
1505536,Norte,PA,Parauapebas,-6.072730,-49.900781
1505551,Norte,PA,Pau D Arco,-7.836794,-50.048276
1505601,Norte,PA,Peixe-Boi,-1.189569,-47.317927
1505635,Norte,PA,Piçarra,-6.453676,-48.868401
1505650,Norte,PA,Placas,-3.867316,-54.216968
1505700,Norte,PA,Ponta de Pedras,-1.396600,-48.871786
1505809,Norte,PA,Portel,-1.936451,-50.822490
1505908,Norte,PA,Porto de Moz,-1.746090,-52.242477
1506005,Norte,PA,Prainha,-1.805695,-53.481814
1506104,Norte,PA,Primavera,-0.940112,-47.117251
1506112,Norte,PA,Quatipuru,-0.900116,-47.006787
1506138,Norte,PA,Redenção,-8.027605,-50.029642
1506161,Norte,PA,Rio Maria,-7.311115,-50.046411
1506187,Norte,PA,Rondon do Pará,-4.777822,-48.069974
1506195,Norte,PA,Rurópolis,-4.099065,-54.905862
1506203,Norte,PA,Salinópolis,-0.623638,-47.353120
1506302,Norte,PA,Salvaterra,-0.754526,-48.513187
1506351,Norte,PA,Santa Bárbara do Pará,-1.229439,-48.297741
1506401,Norte,PA,Santa Cruz do Arari,-0.659974,-49.171616
1506500,Norte,PA,Santa Isabel do Pará,-1.297396,-48.163060
1506559,Norte,PA,Santa Luzia do Pará,-1.518828,-46.906169
1506583,Norte,PA,Santa Maria das Barreiras,-8.870551,-49.719352
1506609,Norte,PA,Santa Maria do Pará,-1.347866,-47.574695
1506708,Norte,PA,Santana do Araguaia,-9.329425,-50.344804
1506807,Norte,PA,Santarém,-2.436213,-54.718570
1506906,Norte,PA,Santarém Novo,-0.928720,-47.400925
1507003,Norte,PA,Santo Antônio do Tauá,-1.151693,-48.132433
1507102,Norte,PA,São Caetano de Odivelas,-0.746618,-48.025805
1507151,Norte,PA,São Domingos do Araguaia,-5.549841,-48.720373
1507201,Norte,PA,São Domingos do Capim,-1.675815,-47.774785
1507300,Norte,PA,São Félix do Xingu,-6.642483,-51.993783
1507409,Norte,PA,São Francisco do Pará,-1.170189,-47.790515
1507458,Norte,PA,São Geraldo do Araguaia,-6.398958,-48.555712
1507466,Norte,PA,São João da Ponta,-0.851002,-47.920724
1507474,Norte,PA,São João de Pirabas,-0.766443,-47.172674
1507508,Norte,PA,São João do Araguaia,-5.359003,-48.788633
1507607,Norte,PA,São Miguel do Guamá,-1.617136,-47.482409
1507706,Norte,PA,São Sebastião da Boa Vista,-1.718851,-49.532312
1507755,Norte,PA,Sapucaia,-6.942857,-49.703581
1507805,Norte,PA,Senador José Porfírio,-2.594850,-51.953056
1507904,Norte,PA,Soure,-0.725926,-48.516013
1507953,Norte,PA,Tailândia,-2.937080,-48.951282
1507961,Norte,PA,Terra Alta,-1.034827,-47.907808
1507979,Norte,PA,Terra Santa,-2.108114,-56.490905
1508001,Norte,PA,Tomé-Açu,-2.419367,-48.146897
1508035,Norte,PA,Tracuateua,-1.068784,-46.899478
1508050,Norte,PA,Trairão,-4.699819,-55.996170
1508084,Norte,PA,Tucumã,-6.749972,-51.139539
1508100,Norte,PA,Tucuruí,-3.766889,-49.667184
1508126,Norte,PA,Ulianópolis,-3.757193,-47.503145
1508159,Norte,PA,Uruará,-3.706529,-53.737031
1508209,Norte,PA,Vigia,-0.855533,-48.141499
1508308,Norte,PA,Viseu,-1.203279,-46.138765
1508357,Norte,PA,Vitória do Xingu,-2.883766,-52.011260
1508407,Norte,PA,Xinguara,-7.101513,-49.942701
1100015,Norte,RO,Alta Floresta D Oeste,-11.935540,-61.999824
1100023,Norte,RO,Ariquemes,-9.908463,-63.033269
1100031,Norte,RO,Cabixi,-13.499763,-60.544314
1100049,Norte,RO,Cacoal,-11.433865,-61.442944
1100056,Norte,RO,Cerejeiras,-13.195033,-60.818426
1100064,Norte,RO,Colorado do Oeste,-13.130564,-60.555067
1100072,Norte,RO,Corumbiara,-12.997520,-60.948701
1100080,Norte,RO,Costa Marques,-12.436014,-64.231654
1100098,Norte,RO,Espigão D Oeste,-11.528555,-61.020173
1100106,Norte,RO,Guajará-Mirim,-10.773884,-65.323952
1100114,Norte,RO,Jaru,-10.435949,-62.476231
1100122,Norte,RO,Ji-Paraná,-10.882051,-61.945095
1100130,Norte,RO,Machadinho D Oeste,-9.425562,-61.999593
1100148,Norte,RO,Nova Brasilândia D Oeste,-11.721325,-62.308230
1100155,Norte,RO,Ouro Preto do Oeste,-10.723574,-62.261055
1100189,Norte,RO,Pimenta Bueno,-11.677537,-61.183666
1100205,Norte,RO,Porto Velho,-8.768892,-63.831446
1100254,Norte,RO,Presidente Médici,-11.173205,-61.909439
1100262,Norte,RO,Rio Crespo,-9.705537,-62.900010
1100288,Norte,RO,Rolim de Moura,-11.722259,-61.785781
1100296,Norte,RO,Santa Luzia D Oeste,-11.908423,-61.773305
1100304,Norte,RO,Vilhena,-12.741373,-60.138584
1100320,Norte,RO,São Miguel do Guaporé,-11.699490,-62.720063
1100338,Norte,RO,Nova Mamoré,-10.411771,-65.329149
1100346,Norte,RO,Alvorada D Oeste,-11.344130,-62.277275
1100379,Norte,RO,Alto Alegre dos Parecis,-12.131777,-61.853077
1100403,Norte,RO,Alto Paraíso,-9.716667,-63.317629
1100452,Norte,RO,Buritis,-10.209805,-63.829679
1100502,Norte,RO,Novo Horizonte do Oeste,-11.709743,-61.994388
1100601,Norte,RO,Cacaulândia,-10.338873,-62.903190
1100700,Norte,RO,Campo Novo de Rondônia,-10.568416,-63.624991
1100809,Norte,RO,Candeias do Jamari,-8.785021,-63.700020
1100908,Norte,RO,Castanheiras,-11.426842,-61.949161
1100924,Norte,RO,Chupinguaia,-12.556841,-60.901848
1100940,Norte,RO,Cujubim,-9.378193,-62.587175
1101005,Norte,RO,Governador Jorge Teixeira,-10.612072,-62.740458
1101104,Norte,RO,Itapuã do Oeste,-9.191872,-63.182337
1101203,Norte,RO,Ministro Andreazza,-11.196238,-61.518922
1101302,Norte,RO,Mirante da Serra,-11.045609,-62.669427
1101401,Norte,RO,Monte Negro,-10.263098,-63.295559
1101435,Norte,RO,Nova União,-10.915532,-62.555089
1101450,Norte,RO,Parecis,-12.179827,-61.597998
1101468,Norte,RO,Pimenteiras do Oeste,-13.476562,-61.044379
1101476,Norte,RO,Primavera de Rondônia,-11.825707,-61.316546
1101484,Norte,RO,São Felipe D Oeste,-11.914389,-61.512508
1101492,Norte,RO,São Francisco do Guaporé,-12.063798,-63.570865
1101500,Norte,RO,Seringueiras,-11.767117,-63.038761
1101559,Norte,RO,Teixeirópolis,-10.932169,-62.255922
1101609,Norte,RO,Theobroma,-10.248731,-62.345146
1101708,Norte,RO,Urupá,-11.128545,-62.370632
1101757,Norte,RO,Vale do Anari,-9.851393,-62.176823
1101807,Norte,RO,Vale do Paraíso,-10.431053,-62.134390
1400027,Norte,RR,Amajari,3.652118,-61.420590
1400050,Norte,RR,Alto Alegre,2.993823,-61.314022
1400100,Norte,RR,Boa Vista,2.816682,-60.670533
1400159,Norte,RR,Bonfim,3.350289,-59.878007
1400175,Norte,RR,Cantá,2.607666,-60.602063
1400209,Norte,RR,Caracaraí,1.803871,-61.149177
1400233,Norte,RR,Caroebe,0.872675,-59.694810
1400282,Norte,RR,Iracema,2.168215,-61.052259
1400308,Norte,RR,Mucajaí,2.479772,-60.911519
1400407,Norte,RR,Normandia,3.882978,-59.635206
1400456,Norte,RR,Pacaraima,4.475259,-61.147306
1400472,Norte,RR,Rorainópolis,0.937195,-60.425060
1400506,Norte,RR,São João da Baliza,0.947157,-59.906044
1400605,Norte,RR,São Luiz,1.018112,-60.028267
1400704,Norte,RR,Uiramutã,4.585440,-60.195716
1700251,Norte,TO,Abreulândia,-9.621791,-49.162438
1700301,Norte,TO,Aguiarnópolis,-6.547171,-47.470457
1700350,Norte,TO,Aliança do Tocantins,-11.303743,-48.941240
1700400,Norte,TO,Almas,-11.574523,-47.174172
1700707,Norte,TO,Alvorada,-12.478815,-49.126811
1701002,Norte,TO,Ananás,-6.362818,-48.079765
1701051,Norte,TO,Angico,-6.387753,-47.862078
1701101,Norte,TO,Aparecida do Rio Negro,-9.955878,-47.976670
1701309,Norte,TO,Aragominas,-7.164349,-48.523430
1701903,Norte,TO,Araguacema,-8.801803,-49.561813
1702000,Norte,TO,Araguaçu,-12.925584,-49.828612
1702109,Norte,TO,Araguaína,-7.191329,-48.208705
1702158,Norte,TO,Araguanã,-6.582249,-48.643750
1702208,Norte,TO,Araguatins,-5.650586,-48.123507
1702307,Norte,TO,Arapoema,-7.652570,-49.075637
1702406,Norte,TO,Arraias,-12.934420,-46.946107
1702554,Norte,TO,Augustinópolis,-5.465414,-47.880957
1702703,Norte,TO,Aurora do Tocantins,-12.708490,-46.407083
1702901,Norte,TO,Axixá do Tocantins,-5.624309,-47.774156
1703008,Norte,TO,Babaçulândia,-7.201865,-47.758816
1703057,Norte,TO,Bandeirantes do Tocantins,-7.764859,-48.578381
1703073,Norte,TO,Barra do Ouro,-7.691767,-47.687135
1703107,Norte,TO,Barrolândia,-9.831653,-48.731461
1703206,Norte,TO,Bernardo Sayão,-7.868512,-48.899054
1703305,Norte,TO,Bom Jesus do Tocantins,-8.963348,-48.166380
1703602,Norte,TO,Brasilândia do Tocantins,-8.384889,-48.485374
1703701,Norte,TO,Brejinho de Nazaré,-11.010805,-48.558660
1703800,Norte,TO,Buriti do Tocantins,-5.313539,-48.223250
1703826,Norte,TO,Cachoeirinha,-6.113242,-47.914198
1703842,Norte,TO,Campos Lindos,-7.971681,-46.801974
1703867,Norte,TO,Cariri do Tocantins,-11.888997,-49.171041
1703883,Norte,TO,Carmolândia,-7.031479,-48.395960
1703891,Norte,TO,Carrasco Bonito,-5.322661,-48.030633
1703909,Norte,TO,Caseara,-9.267406,-49.948692
1704105,Norte,TO,Centenário,-8.958464,-47.338399
1704600,Norte,TO,Chapada de Areia,-10.141989,-49.183108
1705102,Norte,TO,Chapada da Natividade,-11.624268,-47.753905
1705508,Norte,TO,Colinas do Tocantins,-8.054625,-48.481595
1705557,Norte,TO,Combinado,-12.818608,-46.552072
1705607,Norte,TO,Conceição do Tocantins,-12.217278,-47.292869
1706001,Norte,TO,Couto de Magalhães,-8.355118,-49.176572
1706100,Norte,TO,Cristalândia,-10.590725,-49.186300
1706258,Norte,TO,Crixás do Tocantins,-11.104274,-48.915514
1706506,Norte,TO,Darcinópolis,-6.712351,-47.752161
1707009,Norte,TO,Dianópolis,-11.625232,-46.820409
1707108,Norte,TO,Divinópolis do Tocantins,-9.795301,-49.205413
1707207,Norte,TO,Dois Irmãos do Tocantins,-9.261297,-49.067339
1707306,Norte,TO,Dueré,-11.341285,-49.265876
1707405,Norte,TO,Esperantina,-5.366608,-48.544148
1707553,Norte,TO,Fátima,-10.752509,-48.898983
1707652,Norte,TO,Figueirópolis,-12.136780,-49.173847
1707702,Norte,TO,Filadélfia,-7.337612,-47.484964
1708205,Norte,TO,Formoso do Araguaia,-11.805142,-49.526860
1708254,Norte,TO,Fortaleza do Tabocão,-9.058965,-48.517426
1708304,Norte,TO,Goianorte,-8.770521,-48.936890
1709005,Norte,TO,Goiatins,-7.709172,-47.315435
1709302,Norte,TO,Guaraí,-8.836166,-48.508641
1709500,Norte,TO,Gurupi,-11.729772,-49.071477
1709807,Norte,TO,Ipueiras,-11.246289,-48.451926
1710508,Norte,TO,Itacajá,-8.390981,-47.768112
1710706,Norte,TO,Itaguatins,-5.775385,-47.479936
1710904,Norte,TO,Itapiratins,-8.384330,-48.111200
1711100,Norte,TO,Itaporã do Tocantins,-8.568829,-48.693264
1711506,Norte,TO,Jaú do Tocantins,-12.652926,-48.594608
1711803,Norte,TO,Juarina,-8.117424,-49.098643
1711902,Norte,TO,Lagoa da Confusão,-10.788696,-49.620085
1711951,Norte,TO,Lagoa do Tocantins,-10.296887,-47.561447
1712009,Norte,TO,Lajeado,-9.744682,-48.358504
1712157,Norte,TO,Lavandeira,-12.791659,-46.506676
1712405,Norte,TO,Lizarda,-9.594570,-46.675165
1712454,Norte,TO,Luzinópolis,-6.193990,-47.856828
1712504,Norte,TO,Marianópolis do Tocantins,-9.798880,-49.651034
1712702,Norte,TO,Mateiros,-10.544429,-46.412466
1712801,Norte,TO,Maurilândia do Tocantins,-5.952566,-47.504880
1713205,Norte,TO,Miracema do Tocantins,-9.568346,-48.387991
1713304,Norte,TO,Miranorte,-9.517405,-48.592632
1713601,Norte,TO,Monte do Carmo,-10.763542,-48.110420
1713700,Norte,TO,Monte Santo do Tocantins,-10.005591,-48.990891
1713809,Norte,TO,Palmeiras do Tocantins,-6.611862,-47.558684
1713957,Norte,TO,Muricilândia,-7.138519,-48.606745
1714203,Norte,TO,Natividade,-11.705357,-47.727258
1714302,Norte,TO,Nazaré,-6.372558,-47.666977
1714880,Norte,TO,Nova Olinda,-7.633315,-48.424807
4314001,Sul,RS,Paraí,-28.599621,-51.782096
1715002,Norte,TO,Nova Rosalândia,-10.566871,-48.906181
1715101,Norte,TO,Novo Acordo,-9.968486,-47.668148
1715150,Norte,TO,Novo Alegre,-12.909939,-46.577297
1715259,Norte,TO,Novo Jardim,-11.815875,-46.630787
1715507,Norte,TO,Oliveira de Fátima,-10.708363,-48.907402
1715705,Norte,TO,Palmeirante,-7.857561,-47.934250
1715754,Norte,TO,Palmeirópolis,-13.039888,-48.413414
1716109,Norte,TO,Paraíso do Tocantins,-10.171221,-48.886630
1716208,Norte,TO,Paranã,-12.620481,-47.884084
1716307,Norte,TO,Pau D Arco,-7.539998,-49.363306
1716505,Norte,TO,Pedro Afonso,-8.964450,-48.177556
1716604,Norte,TO,Peixe,-12.029774,-48.537811
1716653,Norte,TO,Pequizeiro,-8.593341,-48.935180
1716703,Norte,TO,Colméia,-8.729372,-48.757067
1717008,Norte,TO,Pindorama do Tocantins,-11.138203,-47.575688
1717206,Norte,TO,Piraquê,-6.769777,-48.293707
1717503,Norte,TO,Pium,-10.440931,-49.166658
1717800,Norte,TO,Ponte Alta do Bom Jesus,-12.087813,-46.469587
1717909,Norte,TO,Ponte Alta do Tocantins,-10.740673,-47.541180
1718006,Norte,TO,Porto Alegre do Tocantins,-11.607259,-47.047426
1718204,Norte,TO,Porto Nacional,-10.708570,-48.412153
1718303,Norte,TO,Praia Norte,-5.396713,-47.814732
1718402,Norte,TO,Presidente Kennedy,-8.529961,-48.504331
1718451,Norte,TO,Pugmil,-10.424307,-48.894220
1718501,Norte,TO,Recursolândia,-8.735360,-47.238041
1718550,Norte,TO,Riachinho,-6.442211,-48.141046
1718659,Norte,TO,Rio da Conceição,-11.404940,-46.880400
1718709,Norte,TO,Rio dos Bois,-9.343742,-48.533048
1718758,Norte,TO,Rio Sono,-9.347789,-47.899942
1718808,Norte,TO,Sampaio,-5.349296,-47.875792
1718840,Norte,TO,Sandolândia,-12.541600,-49.933388
1718865,Norte,TO,Santa Fé do Araguaia,-7.149936,-48.693942
1718881,Norte,TO,Santa Maria do Tocantins,-8.774976,-47.745270
1718899,Norte,TO,Santa Rita do Tocantins,-10.866455,-48.909294
1718907,Norte,TO,Santa Rosa do Tocantins,-11.451404,-48.119954
1719004,Norte,TO,Santa Tereza do Tocantins,-10.282362,-47.806288
1720002,Norte,TO,Santa Terezinha do Tocantins,-6.436998,-47.684285
1720101,Norte,TO,São Bento do Tocantins,-6.044999,-47.919392
1720150,Norte,TO,São Félix do Tocantins,-10.173286,-46.654981
1720200,Norte,TO,São Miguel do Tocantins,-5.553820,-47.573002
1720259,Norte,TO,São Salvador do Tocantins,-12.747433,-48.232085
1720309,Norte,TO,São Sebastião do Tocantins,-5.258961,-48.203834
1720499,Norte,TO,São Valério da Natividade,-11.973067,-48.232948
1720655,Norte,TO,Silvanópolis,-11.149861,-48.179824
1720804,Norte,TO,Sítio Novo do Tocantins,-5.604727,-47.637423
1720853,Norte,TO,Sucupira,-11.986222,-48.911126
1720903,Norte,TO,Taguatinga,-12.396142,-46.438732
1720937,Norte,TO,Taipas do Tocantins,-12.192837,-46.984572
1720978,Norte,TO,Talismã,-12.787538,-49.091118
1721000,Norte,TO,Palmas,-10.163253,-48.351044
1721109,Norte,TO,Tocantínia,-9.558148,-48.375880
1721208,Norte,TO,Tocantinópolis,-6.325634,-47.427413
1721257,Norte,TO,Tupirama,-8.980570,-48.206685
1721307,Norte,TO,Tupiratins,-8.395530,-48.122996
1722081,Norte,TO,Wanderlândia,-6.850126,-47.956268
1722107,Norte,TO,Xambioá,-6.411885,-48.531601
3200102,Sudeste,ES,Afonso Cláudio,-20.077040,-41.125460
3200136,Sudeste,ES,Águia Branca,-18.987361,-40.736638
3200169,Sudeste,ES,Água Doce do Norte,-18.545546,-40.976456
3200201,Sudeste,ES,Alegre,-20.763265,-41.536488
3200300,Sudeste,ES,Alfredo Chaves,-20.630348,-40.760050
3200359,Sudeste,ES,Alto Rio Novo,-19.057500,-41.018684
3200409,Sudeste,ES,Anchieta,-20.805613,-40.647659
3200508,Sudeste,ES,Apiacá,-21.156448,-41.563380
3200607,Sudeste,ES,Aracruz,-19.823278,-40.276223
3200706,Sudeste,ES,Atilio Vivacqua,-20.915897,-41.191242
3200805,Sudeste,ES,Baixo Guandu,-19.514246,-41.012068
3200904,Sudeste,ES,Barra de São Francisco,-18.759089,-40.890399
3201001,Sudeste,ES,Boa Esperança,-18.538715,-40.302956
3201100,Sudeste,ES,Bom Jesus do Norte,-21.129342,-41.675811
3201159,Sudeste,ES,Brejetuba,-20.157034,-41.289677
3201209,Sudeste,ES,Cachoeiro de Itapemirim,-20.850112,-41.111919
3201308,Sudeste,ES,Cariacica,-20.294678,-40.390559
3201407,Sudeste,ES,Castelo,-20.602065,-41.202213
3201506,Sudeste,ES,Colatina,-19.536270,-40.630318
3201605,Sudeste,ES,Conceição da Barra,-18.598462,-39.727474
3201704,Sudeste,ES,Conceição do Castelo,-20.365581,-41.245348
3201803,Sudeste,ES,Divino de São Lourenço,-20.620471,-41.679976
3201902,Sudeste,ES,Domingos Martins,-20.364239,-40.659396
3202009,Sudeste,ES,Dores do Rio Preto,-20.692894,-41.849577
3202108,Sudeste,ES,Ecoporanga,-18.375252,-40.830081
3202207,Sudeste,ES,Fundão,-19.933447,-40.403765
3202256,Sudeste,ES,Governador Lindenberg,-19.252807,-40.457766
3202306,Sudeste,ES,Guaçuí,-20.775338,-41.679496
3202405,Sudeste,ES,Guarapari,-20.665975,-40.495021
3202454,Sudeste,ES,Ibatiba,-20.234020,-41.507208
3202504,Sudeste,ES,Ibiraçu,-19.831880,-40.371666
3202553,Sudeste,ES,Ibitirama,-20.538731,-41.659412
3202603,Sudeste,ES,Iconha,-20.797145,-40.811221
3202652,Sudeste,ES,Irupi,-20.348597,-41.647528
3202702,Sudeste,ES,Itaguaçu,-19.802508,-40.856598
3202801,Sudeste,ES,Itapemirim,-21.011100,-40.836145
3202900,Sudeste,ES,Itarana,-19.872348,-40.879791
3203007,Sudeste,ES,Iúna,-20.348600,-41.532889
3203056,Sudeste,ES,Jaguaré,-18.900436,-40.086141
3203106,Sudeste,ES,Jerônimo Monteiro,-20.797698,-41.402935
3203130,Sudeste,ES,João Neiva,-19.752959,-40.380880
3203163,Sudeste,ES,Laranja da Terra,-19.898693,-41.055244
3203205,Sudeste,ES,Linhares,-19.398106,-40.065306
3203304,Sudeste,ES,Mantenópolis,-18.861179,-41.117737
3203320,Sudeste,ES,Marataízes,-21.042996,-40.830187
3203346,Sudeste,ES,Marechal Floriano,-20.426709,-40.680383
3203353,Sudeste,ES,Marilândia,-19.412813,-40.550951
3203403,Sudeste,ES,Mimoso do Sul,-21.065374,-41.364425
3203502,Sudeste,ES,Montanha,-18.126857,-40.363421
3203601,Sudeste,ES,Mucurici,-18.097236,-40.517927
3203700,Sudeste,ES,Muniz Freire,-20.456546,-41.417514
3203809,Sudeste,ES,Muqui,-20.953692,-41.346214
3203908,Sudeste,ES,Nova Venécia,-18.712906,-40.401548
3204005,Sudeste,ES,Pancas,-19.224420,-40.856003
3204054,Sudeste,ES,Pedro Canário,-18.297192,-39.954937
3204104,Sudeste,ES,Pinheiros,-18.413323,-40.217728
3204203,Sudeste,ES,Piúma,-20.837609,-40.727981
3204252,Sudeste,ES,Ponto Belo,-18.129126,-40.538134
3204302,Sudeste,ES,Presidente Kennedy,-21.100148,-41.051896
3204351,Sudeste,ES,Rio Bananal,-19.277086,-40.322478
3204401,Sudeste,ES,Rio Novo do Sul,-20.864586,-40.936228
3204500,Sudeste,ES,Santa Leopoldina,-20.098891,-40.533210
3204559,Sudeste,ES,Santa Maria de Jetibá,-20.028814,-40.741618
3204609,Sudeste,ES,Santa Teresa,-19.937714,-40.598998
3204658,Sudeste,ES,São Domingos do Norte,-19.148169,-40.621878
3204708,Sudeste,ES,São Gabriel da Palha,-19.021965,-40.529600
3204807,Sudeste,ES,São José do Calçado,-21.026130,-41.656088
3204906,Sudeste,ES,São Mateus,-18.718447,-39.858201
3204955,Sudeste,ES,São Roque do Canaã,-19.725307,-40.643139
3205002,Sudeste,ES,Serra,-20.156770,-40.275217
3205010,Sudeste,ES,Sooretama,-19.191950,-40.096491
3205036,Sudeste,ES,Vargem Alta,-20.671678,-41.007148
3205069,Sudeste,ES,Venda Nova do Imigrante,-20.331518,-41.129053
3205101,Sudeste,ES,Viana,-20.390863,-40.495624
3205150,Sudeste,ES,Vila Pavão,-18.620803,-40.602411
3205176,Sudeste,ES,Vila Valério,-18.993617,-40.390590
3205200,Sudeste,ES,Vila Velha,-20.338374,-40.293957
3205309,Sudeste,ES,Vitória,-20.320154,-40.322209
3100104,Sudeste,MG,Abadia dos Dourados,-18.487565,-47.396832
3100203,Sudeste,MG,Abaeté,-19.155848,-45.446191
3100302,Sudeste,MG,Abre Campo,-20.301445,-42.480990
3100401,Sudeste,MG,Acaiaca,-20.360409,-43.148239
3100500,Sudeste,MG,Açucena,-19.076713,-42.546211
3100609,Sudeste,MG,Água Boa,-17.991053,-42.389643
3100708,Sudeste,MG,Água Comprida,-20.059312,-48.108077
3100807,Sudeste,MG,Aguanil,-20.937432,-45.389465
3100906,Sudeste,MG,Águas Formosas,-17.082304,-40.935228
3101003,Sudeste,MG,Águas Vermelhas,-15.745320,-41.458788
3101102,Sudeste,MG,Aimorés,-19.491950,-41.073327
3101201,Sudeste,MG,Aiuruoca,-21.975897,-44.602824
3101300,Sudeste,MG,Alagoa,-22.171136,-44.638099
3101409,Sudeste,MG,Albertina,-22.199764,-46.611603
